id,transaction_id,priority,status,reason,created_step,unread,contact
RC00000711,TX0000068229,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,525,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000712,TX0000068377,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,673,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000713,TX0000068498,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,50,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000714,TX0000068513,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,65,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000715,TX0000068609,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,161,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000716,TX0000068646,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,198,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000717,TX0000068804,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,356,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000718,TX0000068841,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,393,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000719,TX0000068962,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,514,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000720,TX0000068999,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,551,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000721,TX0000069147,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,699,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000722,TX0000069268,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,76,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000723,TX0000069283,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,91,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000724,TX0000069379,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,187,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000725,TX0000069416,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,224,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000726,TX0000069574,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,382,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000727,TX0000069611,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,419,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000728,TX0000069769,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,577,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000729,TX0000069917,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,725,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000730,TX0000069991,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,55,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000731,TX0000070038,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,102,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000732,TX0000070149,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,213,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000733,TX0000070186,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,250,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000734,TX0000070344,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,408,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000735,TX0000070381,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,445,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000736,TX0000070539,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,603,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000737,TX0000070687,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,7,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000738,TX0000070761,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,81,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000739,TX0000070808,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,128,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000740,TX0000070919,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,239,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000741,TX0000070956,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,276,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000742,TX0000071114,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,434,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000743,TX0000071151,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,471,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000744,TX0000071385,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,705,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000745,TX0000071457,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,33,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000746,TX0000071531,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,107,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000747,TX0000071568,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,144,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000748,TX0000071689,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,265,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000749,TX0000071726,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,302,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000750,TX0000071884,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,460,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000751,TX0000071921,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,497,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000752,TX0000072106,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,682,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000753,TX0000072227,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,59,1,Risk operations review requested for elevated merchant and amount pattern.
