case_id,action_type,action_detail,status
RC00000710,Write risk note,Persist cluster_RING_190 as an elevated-risk signal.,recommended
RC00000711,Manual review,Review USD 2646.00 transaction before release.,recommended
RC00000711,Write risk note,Persist cluster_RING_191 as an elevated-risk signal.,recommended
RC00000712,Manual review,Review USD 6272.00 transaction before release.,recommended
RC00000712,Write risk note,Persist cluster_RING_192 as an elevated-risk signal.,recommended
RC00000713,Hold transaction,Keep USD 5096.00 held pending fraud-ops review.,recommended
RC00000713,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000713,Write pattern memory,Persist cluster_RING_193 as a future recall signal.,recommended
RC00000714,Manual review,Review USD 7744.00 transaction before release.,recommended
RC00000714,Write risk note,Persist cluster_RING_194 as an elevated-risk signal.,recommended
RC00000715,Manual review,Review USD 4774.00 transaction before release.,recommended
RC00000715,Write risk note,Persist cluster_RING_195 as an elevated-risk signal.,recommended
RC00000716,Manual review,Review USD 4441.50 transaction before release.,recommended
RC00000716,Write risk note,Persist cluster_RING_196 as an elevated-risk signal.,recommended
RC00000717,Manual review,Review USD 3815.00 transaction before release.,recommended
RC00000717,Write risk note,Persist cluster_RING_197 as an elevated-risk signal.,recommended
RC00000718,Manual review,Review USD 3528.00 transaction before release.,recommended
RC00000718,Write risk note,Persist cluster_RING_198 as an elevated-risk signal.,recommended
RC00000719,Manual review,Review USD 3079.30 transaction before release.,recommended
RC00000719,Write risk note,Persist cluster_RING_199 as an elevated-risk signal.,recommended
RC00000720,Manual review,Review USD 2961.00 transaction before release.,recommended
RC00000720,Write risk note,Persist cluster_RING_140 as an elevated-risk signal.,recommended
RC00000721,Manual review,Review USD 6762.00 transaction before release.,recommended
RC00000721,Write risk note,Persist cluster_RING_141 as an elevated-risk signal.,recommended
RC00000722,Hold transaction,Keep USD 7256.00 held pending fraud-ops review.,recommended
RC00000722,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000722,Write pattern memory,Persist cluster_RING_142 as a future recall signal.,recommended
RC00000723,Hold transaction,Keep USD 14928.00 held pending fraud-ops review.,recommended
RC00000723,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000723,Write pattern memory,Persist cluster_RING_143 as a future recall signal.,recommended
RC00000724,Manual review,Review USD 1309.00 transaction before release.,recommended
RC00000724,Write risk note,Persist cluster_RING_144 as an elevated-risk signal.,recommended
RC00000725,Manual review,Review USD 1480.50 transaction before release.,recommended
RC00000725,Write risk note,Persist cluster_RING_145 as an elevated-risk signal.,recommended
RC00000726,Manual review,Review USD 665.00 transaction before release.,recommended
RC00000726,Write risk note,Persist cluster_RING_146 as an elevated-risk signal.,recommended
RC00000727,Manual review,Review USD 882.00 transaction before release.,recommended
RC00000727,Write risk note,Persist cluster_RING_147 as an elevated-risk signal.,recommended
RC00000728,Manual review,Review USD 4176.00 transaction before release.,recommended
RC00000728,Write risk note,Persist cluster_RING_148 as an elevated-risk signal.,recommended
RC00000729,Manual review,Review USD 2352.00 transaction before release.,recommended
RC00000729,Write risk note,Persist cluster_RING_149 as an elevated-risk signal.,recommended
RC00000730,Manual review,Review USD 2548.00 transaction before release.,recommended
RC00000730,Write risk note,Persist cluster_RING_150 as an elevated-risk signal.,recommended
RC00000731,Hold transaction,Keep USD 7816.00 held pending fraud-ops review.,recommended
RC00000731,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000731,Write pattern memory,Persist cluster_RING_151 as a future recall signal.,recommended
RC00000732,Manual review,Review USD 1694.00 transaction before release.,recommended
RC00000732,Write risk note,Persist cluster_RING_152 as an elevated-risk signal.,recommended
RC00000733,Manual review,Review USD 1809.50 transaction before release.,recommended
RC00000733,Write risk note,Persist cluster_RING_153 as an elevated-risk signal.,recommended
RC00000734,Manual review,Review USD 1015.00 transaction before release.,recommended
RC00000734,Write risk note,Persist cluster_RING_154 as an elevated-risk signal.,recommended
RC00000735,Manual review,Review USD 1176.00 transaction before release.,recommended
RC00000735,Write risk note,Persist cluster_RING_155 as an elevated-risk signal.,recommended
RC00000736,Manual review,Review USD 4491.00 transaction before release.,recommended
RC00000736,Write risk note,Persist cluster_RING_156 as an elevated-risk signal.,recommended
RC00000737,Manual review,Review USD 2842.00 transaction before release.,recommended
RC00000737,Write risk note,Persist cluster_RING_157 as an elevated-risk signal.,recommended
RC00000738,Manual review,Review USD 2912.00 transaction before release.,recommended
RC00000738,Write risk note,Persist cluster_RING_158 as an elevated-risk signal.,recommended
RC00000739,Hold transaction,Keep USD 2776.00 held pending fraud-ops review.,recommended
RC00000739,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000739,Write pattern memory,Persist cluster_RING_159 as a future recall signal.,recommended
RC00000740,Manual review,Review USD 3179.00 transaction before release.,recommended
RC00000740,Write risk note,Persist cluster_RING_160 as an elevated-risk signal.,recommended
RC00000741,Manual review,Review USD 3078.50 transaction before release.,recommended
RC00000741,Write risk note,Persist cluster_RING_161 as an elevated-risk signal.,recommended
RC00000742,Manual review,Review USD 2365.00 transaction before release.,recommended
RC00000742,Write risk note,Persist cluster_RING_162 as an elevated-risk signal.,recommended
RC00000743,Manual review,Review USD 2310.00 transaction before release.,recommended
RC00000743,Write risk note,Persist cluster_RING_163 as an elevated-risk signal.,recommended
RC00000744,Hold transaction,Keep USD 25064.00 held pending fraud-ops review.,recommended
RC00000744,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000744,Write pattern memory,Persist cluster_RING_164 as a future recall signal.,recommended
RC00000745,Manual review,Review USD 4732.00 transaction before release.,recommended
RC00000745,Write risk note,Persist cluster_RING_165 as an elevated-risk signal.,recommended
RC00000746,Manual review,Review USD 4316.00 transaction before release.,recommended
RC00000746,Write risk note,Persist cluster_RING_166 as an elevated-risk signal.,recommended
RC00000747,Manual review,Review USD 3990.80 transaction before release.,recommended
RC00000747,Write risk note,Persist cluster_RING_167 as an elevated-risk signal.,recommended
RC00000748,Manual review,Review USD 3564.00 transaction before release.,recommended
RC00000748,Write risk note,Persist cluster_RING_168 as an elevated-risk signal.,recommended
RC00000749,Manual review,Review USD 3407.50 transaction before release.,recommended
RC00000749,Write risk note,Persist cluster_RING_169 as an elevated-risk signal.,recommended
RC00000750,Manual review,Review USD 2715.00 transaction before release.,recommended
RC00000750,Write risk note,Persist cluster_RING_170 as an elevated-risk signal.,recommended
RC00000751,Manual review,Review USD 2604.00 transaction before release.,recommended
RC00000751,Write risk note,Persist cluster_RING_171 as an elevated-risk signal.,recommended
RC00000752,Manual review,Review USD 630.00 transaction before release.,recommended
RC00000752,Write risk note,Persist cluster_RING_172 as an elevated-risk signal.,recommended
RC00000753,Manual review,Review USD 5222.00 transaction before release.,recommended
RC00000753,Write risk note,Persist cluster_RING_173 as an elevated-risk signal.,recommended
RC00000754,Manual review,Review USD 4680.00 transaction before release.,recommended
RC00000754,Write risk note,Persist cluster_RING_174 as an elevated-risk signal.,recommended
RC00000755,Manual review,Review USD 1218.80 transaction before release.,recommended
RC00000755,Write risk note,Persist cluster_RING_175 as an elevated-risk signal.,recommended
RC00000756,Manual review,Review USD 5049.00 transaction before release.,recommended
RC00000756,Write risk note,Persist cluster_RING_176 as an elevated-risk signal.,recommended
RC00000757,Manual review,Review USD 4676.50 transaction before release.,recommended
RC00000757,Write risk note,Persist cluster_RING_177 as an elevated-risk signal.,recommended
RC00000758,Manual review,Review USD 4065.00 transaction before release.,recommended
RC00000758,Write risk note,Persist cluster_RING_178 as an elevated-risk signal.,recommended
RC00000759,Manual review,Review USD 3738.00 transaction before release.,recommended
RC00000759,Write risk note,Persist cluster_RING_179 as an elevated-risk signal.,recommended
RC00000760,Manual review,Review USD 2250.00 transaction before release.,recommended
RC00000760,Write risk note,Persist cluster_RING_180 as an elevated-risk signal.,recommended
RC00000761,Manual review,Review USD 812.00 transaction before release.,recommended
RC00000761,Write risk note,Persist cluster_RING_181 as an elevated-risk signal.,recommended
RC00000762,Manual review,Review USD 1404.00 transaction before release.,recommended
RC00000762,Write risk note,Persist cluster_RING_182 as an elevated-risk signal.,recommended
RC00000763,Manual review,Review USD 1526.80 transaction before release.,recommended
RC00000763,Write risk note,Persist cluster_RING_183 as an elevated-risk signal.,recommended
RC00000764,Manual review,Review USD 5434.00 transaction before release.,recommended
RC00000764,Write risk note,Persist cluster_RING_184 as an elevated-risk signal.,recommended
RC00000765,Manual review,Review USD 775.50 transaction before release.,recommended
RC00000765,Write risk note,Persist cluster_RING_185 as an elevated-risk signal.,recommended
RC00000766,Manual review,Review USD 4415.00 transaction before release.,recommended
RC00000766,Write risk note,Persist cluster_RING_186 as an elevated-risk signal.,recommended
RC00000767,Manual review,Review USD 4032.00 transaction before release.,recommended
RC00000767,Write risk note,Persist cluster_RING_187 as an elevated-risk signal.,recommended
RC00000768,Manual review,Review USD 2670.00 transaction before release.,recommended
RC00000768,Write risk note,Persist cluster_RING_188 as an elevated-risk signal.,recommended
RC00000769,Manual review,Review USD 2557.80 transaction before release.,recommended
