case_id,score,confidence,narrative,payload_json,resolved_payload_json
RC00000704,57,0.7800,Elevated-risk investigation for RC00000704; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-184"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000705,92,0.9100,High-confidence fraud investigation for RC00000705; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-185"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000706,57,0.7800,Elevated-risk investigation for RC00000706; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-186"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000707,57,0.7800,Elevated-risk investigation for RC00000707; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-187"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000708,56,0.7800,Elevated-risk investigation for RC00000708; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-188"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000709,54,0.7800,Elevated-risk investigation for RC00000709; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-189"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000710,56,0.7800,Elevated-risk investigation for RC00000710; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-190"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000711,53,0.7800,Elevated-risk investigation for RC00000711; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-191"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000712,58,0.7800,Elevated-risk investigation for RC00000712; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-192"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000713,92,0.9100,High-confidence fraud investigation for RC00000713; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-193"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000714,84,0.7800,Elevated-risk investigation for RC00000714; keep under review pending confirmation.,"{""score"":84,""confidence"":0.78,""ring"":""RING-194"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000715,57,0.7800,Elevated-risk investigation for RC00000715; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-195"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000716,56,0.7800,Elevated-risk investigation for RC00000716; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-196"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000717,55,0.7800,Elevated-risk investigation for RC00000717; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-197"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000718,55,0.7800,Elevated-risk investigation for RC00000718; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-198"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000719,55,0.7800,Elevated-risk investigation for RC00000719; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-199"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000720,55,0.7800,Elevated-risk investigation for RC00000720; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-140"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000721,60,0.7800,Elevated-risk investigation for RC00000721; keep under review pending confirmation.,"{""score"":60,""confidence"":0.78,""ring"":""RING-141"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000722,95,0.9100,High-confidence fraud investigation for RC00000722; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-142"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000723,95,0.9100,High-confidence fraud investigation for RC00000723; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-143"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000724,53,0.7800,Elevated-risk investigation for RC00000724; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-144"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000725,54,0.7800,Elevated-risk investigation for RC00000725; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-145"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000726,53,0.7800,Elevated-risk investigation for RC00000726; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-146"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000727,53,0.7800,Elevated-risk investigation for RC00000727; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-147"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000728,57,0.7800,Elevated-risk investigation for RC00000728; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-148"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000729,53,0.7800,Elevated-risk investigation for RC00000729; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-149"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000730,53,0.7800,Elevated-risk investigation for RC00000730; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-150"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000731,95,0.9100,High-confidence fraud investigation for RC00000731; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-151"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000732,52,0.7800,Elevated-risk investigation for RC00000732; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-152"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000733,53,0.7800,Elevated-risk investigation for RC00000733; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-153"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000734,52,0.7800,Elevated-risk investigation for RC00000734; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-154"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000735,52,0.7800,Elevated-risk investigation for RC00000735; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-155"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000736,56,0.7800,Elevated-risk investigation for RC00000736; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-156"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000737,55,0.7800,Elevated-risk investigation for RC00000737; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-157"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000738,55,0.7800,Elevated-risk investigation for RC00000738; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-158"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000739,89,0.9100,High-confidence fraud investigation for RC00000739; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-159"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000740,55,0.7800,Elevated-risk investigation for RC00000740; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-160"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000741,55,0.7800,Elevated-risk investigation for RC00000741; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-161"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000742,55,0.7800,Elevated-risk investigation for RC00000742; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-162"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000743,55,0.7800,Elevated-risk investigation for RC00000743; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-163"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000744,95,0.9100,High-confidence fraud investigation for RC00000744; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-164"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000745,56,0.7800,Elevated-risk investigation for RC00000745; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-165"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000746,55,0.7800,Elevated-risk investigation for RC00000746; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-166"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000747,55,0.7800,Elevated-risk investigation for RC00000747; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-167"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000748,54,0.7800,Elevated-risk investigation for RC00000748; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-168"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
